unigram,repetation,polarity,sentiment
citing,1,0.0,neutral
design,1,0.0,neutral
model,1,0.0,neutral
future,1,0.0,neutral
businesses,1,0.0,neutral
look,1,0.0,neutral
busines,1,0.0,neutral
indian,1,0.0,neutral
women,1,0.0,neutral
sanitary,1,0.0,neutral
pads,1,0.0,neutral
nfhs,1,0.0,neutral
worse,1,-0.4,negative
nmenstrual,1,0.0,neutral
fthe,1,0.0,neutral
vacci,1,0.0,neutral
council,1,0.0,neutral
meeting,1,0.0,neutral
finance,1,0.0,neutral
ministers,1,0.0,neutral
discuss,1,0.0,neutral
whether,1,0.0,neutral
charge,1,0.0,neutral
petro,1,0.0,neutral
africa,1,0.0,neutral
nfind,1,0.0,neutral
keep,1,0.0,neutral
booster,1,0.0,neutral
shot,1,0.0,neutral
bjp,1,0.0,neutral
filed,1,0.0,neutral
complaint,1,-0.3,negative
west,1,0.0,neutral
bengal,1,0.0,neutral
cm,1,0.0,neutral
mamata,1,0.0,neutral
banerjee,1,0.0,neutral
violating,1,0.0,neutral
visit,1,0.0,neutral
gurudwar,1,0.0,neutral
fail,1,-0.5,negative
learn,1,0.0,neutral
mistakes,1,0.0,neutral
motivates,1,0.0,neutral
work,1,0.0,neutral
harder,1,-0.1,negative
saturdaythoughts,1,0.0,neutral
implementing,1,0.0,neutral
constitution,1,0.0,neutral
protect,1,0.0,neutral
incl,1,0.0,neutral
residential,1,0.0,neutral
hostels,1,0.0,neutral
dist,1,0.0,neutral
person,1,0.0,neutral
classes,1,0.0,neutral
immediate,1,0.0,neutral
send,1,0.0,neutral
message,1,0.0,neutral
companies,1,0.0,neutral
loiting,1,0.0,neutral
travelers,1,0.0,neutral
outrageous,1,-1.0,negative
costs,1,0.0,neutral
false,1,-0.4000000000000001,negative
gap,1,0.0,neutral
moderna,1,0.0,neutral
preventing,1,0.0,neutral
hospitalizations,1,0.0,neutral
pittsburgh,1,0.0,neutral
postgazetteu,1,0.0,neutral
internet,1,0.0,neutral
enabled,1,0.0,neutral
device,1,0.0,neutral
unvaccinated,1,0.0,neutral
sheer,1,0.0,neutral
piece,1,0.0,neutral
shit,1,-0.2,negative
failed,1,-0.5,negative
address,1,0.0,neutral
weathermodification,1,0.0,neutral
activities,1,0.0,neutral
decad,1,0.0,neutral
college,1,0.0,neutral
pupils,1,0.0,neutral
snatch,1,0.0,neutral
li,1,0.0,neutral
badly,1,-0.6999999999999998,negative
positive,1,0.22727272727272727,positive
mindset,1,0.0,neutral
although,1,0.0,neutral
adolescents,1,0.0,neutral
comparatively,1,0.0,neutral
affected,1,0.0,neutral
adoption,1,0.0,neutral
necessary,1,0.0,neutral
measur,1,0.0,neutral
common,1,-0.3,negative
symptoms,1,0.0,neutral
healthtips,1,0.0,neutral
int,1,0.0,neutral
match,1,0.0,neutral
cancel,1,0.0,neutral
wi,1,0.0,neutral
eng,1,0.0,neutral
georgetown,1,0.0,neutral
guyanese,1,0.0,neutral
revoked,1,0.0,neutral
visa,1,0.0,neutral
jackman,1,0.0,neutral
october,1,0.0,neutral
schoolclosed,1,0.0,neutral
sets,1,0.0,neutral
inoc,1,0.0,neutral
hyderabad,1,0.0,neutral
girl,1,0.0,neutral
rape,1,0.0,neutral
murder,1,0.0,neutral
suspect,1,0.0,neutral
raju,1,0.0,neutral
dead,1,-0.2,negative
railway,1,0.0,neutral
track,1,0.0,neutral
justiceforchaithra,1,0.0,neutral
latestnews,1,0.0,neutral
removal,1,0.0,neutral
feels,1,0.0,neutral
scene,1,0.0,neutral
sort,1,0.0,neutral
secret,1,-0.4,negative
identity,1,0.0,neutral
superhero,1,0.0,neutral
film,1,0.0,neutral
yet,1,0.0,neutral
find,1,0.0,neutral
masjid,1,0.0,neutral
reason,1,0.0,neutral
protocols,1,0.0,neutral
followed,1,0.0,neutral
small,1,-0.25,negative
stockmarketindia,1,0.0,neutral
stockmarket,1,0.0,neutral
gonna,1,0.0,neutral
wrong,1,-0.5,negative
union,1,0.0,neutral
mansukhmandaviya,1,0.0,neutral
celebrates,1,0.0,neutral
administration,1,0.0,neutral
customers,1,0.0,neutral
seo,1,0.0,neutral
rank,1,-0.8,negative
email,1,0.0,neutral
marketing,1,0.0,neutral
build,1,0.0,neutral
sales,1,0.0,neutral
leads,1,0.0,neutral
nidmindia,1,0.0,neutral
digitalmarketing,1,0.0,neutral
customs,1,0.0,neutral
protection,1,0.0,neutral
seize,1,0.0,neutral
cards,1,0.0,neutral
shipped,1,0.0,neutral
china,1,0.0,neutral
cells,1,0.0,neutral
superstars,1,0.0,neutral
fighting,1,0.0,neutral
varanasi,1,0.0,neutral
historic,1,0.0,neutral
ramlila,1,0.0,neutral
fears,1,0.0,neutral
fourth,1,0.0,neutral
announces,1,0.0,neutral
findings,1,0.0,neutral
fifth,1,0.0,neutral
serosurvey,1,0.0,neutral
cowin,1,0.0,neutral
increase,1,0.0,neutral
lk,1,0.0,neutral
whic,1,0.0,neutral
n,1742,0.0,neutral
sep,751,0.0,neutral
dose,747,0.0,neutral
nage,729,0.0,neutral
pincode,728,0.0,neutral
slots,728,0.0,neutral
ndate,728,0.0,neutral
nfees,728,0.0,neutral
ages,649,0.0,neutral
covid,471,0.0,neutral
ncovishield,447,0.0,neutral
f,400,0.0,neutral
ncova,261,0.0,neutral
india,166,0.0,neutral
c,140,0.0,neutral
e,136,0.0,neutral
vaccination,86,0.0,neutral
today,69,0.0,neutral
napollo,68,0.0,neutral
vaccine,60,0.0,neutral
h,58,0.0,neutral
hospital,57,0.0,neutral
doses,56,0.0,neutral
crore,54,0.0,neutral
nr,50,0.0,neutral
x,49,0.0,neutral
cases,47,0.0,neutral
ho,47,0.0,neutral
pm,39,0.0,neutral
vaccinated,38,0.0,neutral
world,36,0.0,neutral
people,35,0.0,neutral
administered,35,0.0,neutral
ndr,35,0.0,neutral
amp,35,0.0,neutral
pandemic,33,0.0,neutral
nmiracle,33,0.0,neutral
health,31,0.0,neutral
cr,30,0.0,neutral
hospi,30,0.0,neutral
update,30,0.0,neutral
till,28,0.0,neutral
hos,28,0.0,neutral
mask,28,0.0,neutral
day,27,0.0,neutral
nnu,26,0.0,neutral
million,24,0.0,neutral
september,24,0.0,neutral
government,23,0.0,neutral
vaccines,23,0.0,neutral
hosp,23,0.0,neutral
th,22,0.0,neutral
record,22,0.0,neutral
fight,21,0.0,neutral
v,21,0.0,neutral
vaccinationdrive,21,0.0,neutral
us,20,0.0,neutral
nsputnik,20,0.0,neutral
total,19,0.0,neutral
naster,18,0.0,neutral
minister,18,0.0,neutral
ntotal,18,0.0,neutral
vaccinations,17,0.0,neutral
nsparsh,17,0.0,neutral
schools,17,0.0,neutral
kerala,16,0.0,neutral
delhi,16,0.0,neutral
west,16,0.0,neutral
birthday,16,0.0,neutral
cowin,16,0.0,neutral
nactive,15,0.0,neutral
lakh,15,0.0,neutral
states,15,0.0,neutral
gst,14,0.0,neutral
largestvaccinedrive,14,0.0,neutral
nsuguna,14,0.0,neutral
ncases,14,0.0,neutral
nadd,14,0.0,neutral
ncare,14,0.0,neutral
nrainbow,14,0.0,neutral
district,14,0.0,neutral
clinic,13,0.0,neutral
still,13,0.0,neutral
daily,13,0.0,neutral
dia,13,0.0,neutral
govt,13,0.0,neutral
scan,13,0.0,neutral
given,13,0.0,neutral
one,12,0.0,neutral
deaths,12,0.0,neutral
wear,12,0.0,neutral
sunny,12,0.0,neutral
hours,12,0.0,neutral
care,12,0.0,neutral
hea,12,0.0,neutral
says,11,0.0,neutral
friday,11,0.0,neutral
p,11,0.0,neutral
nmanipal,11,0.0,neutral
nread,11,0.0,neutral
assam,11,0.0,neutral
children,11,0.0,neutral
milestone,11,0.0,neutral
prime,11,0.0,neutral
coronavirus,11,0.0,neutral
safety,11,0.0,neutral
mark,11,0.0,neutral
sc,11,0.0,neutral
time,10,0.0,neutral
cova,10,0.0,neutral
hospita,10,0.0,neutral
wearamask,10,0.0,neutral
breaking,10,0.0,neutral
cl,10,0.0,neutral
clin,10,0.0,neutral
nmilann,10,0.0,neutral
drive,10,0.0,neutral
naarthi,10,0.0,neutral
rate,10,0.0,neutral
nation,10,0.0,neutral
administration,10,0.0,neutral
nd,10,0.0,neutral
bjp,10,0.0,neutral
country,9,0.0,neutral
counting,9,0.0,neutral
work,9,0.0,neutral
medical,9,0.0,neutral
needed,9,0.0,neutral
said,9,0.0,neutral
rajesh,9,0.0,neutral
indiafightscorona,9,0.0,neutral
records,9,0.0,neutral
students,9,0.0,neutral
odisha,9,0.0,neutral
nmedihope,9,0.0,neutral
global,9,0.0,neutral
ncloudnine,9,0.0,neutral
done,9,0.0,neutral
crossed,9,0.0,neutral
royal,9,0.0,neutral
news,9,0.0,neutral
international,9,0.0,neutral
st,9,0.0,neutral
already,9,0.0,neutral
indian,9,0.0,neutral
naltius,9,0.0,neutral
days,9,0.0,neutral
cm,9,0.0,neutral
workers,8,0.0,neutral
ne,8,0.0,neutral
sa,8,0.0,neutral
nworld,8,0.0,neutral
strengthening,8,0.0,neutral
took,8,0.0,neutral
sept,8,0.0,neutral
tamilnadu,8,0.0,neutral
tn,8,0.0,neutral
discharged,8,0.0,neutral
nrakshobhya,8,0.0,neutral
take,8,0.0,neutral
need,8,0.0,neutral
list,8,0.0,neutral
ji,8,0.0,neutral
samanv,8,0.0,neutral
state,8,0.0,neutral
may,8,0.0,neutral
nunited,8,0.0,neutral
masks,8,0.0,neutral
last,8,0.0,neutral
yesterday,8,0.0,neutral
second,8,0.0,neutral
across,8,0.0,neutral
su,8,0.0,neutral
nsakra,8,0.0,neutral
w,8,0.0,neutral
coverage,8,0.0,neutral
meenakshi,8,0.0,neutral
ncolumbia,8,0.0,neutral
citizens,8,0.0,neutral
nagar,8,0.0,neutral
congratulations,8,0.0,neutral
got,8,0.0,neutral
china,7,0.0,neutral
decided,7,0.0,neutral
number,7,0.0,neutral
survey,7,0.0,neutral
corona,7,0.0,neutral
hyderabad,7,0.0,neutral
taken,7,0.0,neutral
ayyappas,7,0.0,neutral
union,7,0.0,neutral
modi,7,0.0,neutral
uk,7,0.0,neutral
nblossom,7,0.0,neutral
wave,7,0.0,neutral
countries,7,0.0,neutral
way,7,0.0,neutral
crosses,7,0.0,neutral
market,7,0.0,neutral
detail,7,0.0,neutral
nsantosh,7,0.0,neutral
another,7,0.0,neutral
u,7,0.0,neutral
un,7,0.0,neutral
wearing,7,0.0,neutral
cli,7,0.0,neutral
report,7,0.0,neutral
hebbal,7,0.0,neutral
home,7,0.0,neutral
centres,7,0.0,neutral
administering,7,0.0,neutral
data,7,0.0,neutral
ngvg,7,0.0,neutral
invivo,7,0.0,neutral
nhealing,7,0.0,neutral
ntenet,7,0.0,neutral
uts,7,0.0,neutral
related,6,0.0,neutral
drugs,6,0.0,neutral
nfortis,6,0.0,neutral
booster,6,0.0,neutral
test,6,0.0,neutral
whi,6,0.0,neutral
reopen,6,0.0,neutral
covidvaccine,6,0.0,neutral
nst,6,0.0,neutral
nspringle,6,0.0,neutral
healthcare,6,0.0,neutral
b,6,0.0,neutral
nnarayana,6,0.0,neutral
ayyap,6,0.0,neutral
lives,6,0.0,neutral
ntpr,6,0.0,neutral
landmark,6,0.0,neutral
problem,6,0.0,neutral
nview,6,0.0,neutral
toc,6,0.0,neutral
cu,6,0.0,neutral
going,6,0.0,neutral
premium,6,0.0,neutral
led,6,0.0,neutral
nspringleaf,6,0.0,neutral
bmc,6,0.0,neutral
guidelines,6,0.0,neutral
ca,6,0.0,neutral
kids,6,0.0,neutral
cmi,6,0.0,neutral
tested,6,0.0,neutral
napoorva,6,0.0,neutral
aai,6,0.0,neutral
airport,6,0.0,neutral
schedule,6,0.0,neutral
ndayanand,6,0.0,neutral
even,6,0.0,neutral
jay,6,0.0,neutral
napple,6,0.0,neutral
city,6,0.0,neutral
jabs,6,0.0,neutral
highest,6,0.0,neutral
dtotal,6,0.0,neutral
nrecovered,6,0.0,neutral
target,6,0.0,neutral
without,6,0.0,neutral
yet,6,0.0,neutral
ipl,6,0.0,neutral
fans,6,0.0,neutral
mega,6,0.0,neutral
used,6,0.0,neutral
must,6,0.0,neutral
based,6,0.0,neutral
nmarvell,6,0.0,neutral
centre,6,0.0,neutral
use,6,0.0,neutral
online,6,0.0,neutral
nvisit,6,0.0,neutral
nkanva,6,0.0,neutral
ye,5,0.0,neutral
rates,5,0.0,neutral
billion,5,0.0,neutral
units,5,0.0,neutral
shot,5,0.0,neutral
bulletin,5,0.0,neutral
actions,5,0.0,neutral
coming,5,0.0,neutral
nprima,5,0.0,neutral
nrakshobhy,5,0.0,neutral
plan,5,0.0,neutral
nsakhii,5,0.0,neutral
achieved,5,0.0,neutral
sid,5,0.0,neutral
narendramodi,5,0.0,neutral
week,5,0.0,neutral
year,5,0.0,neutral
marth,5,0.0,neutral
working,5,0.0,neutral
try,5,0.0,neutral
ensure,5,0.0,neutral
women,5,0.0,neutral
ndev,5,0.0,neutral
healt,5,0.0,neutral
private,5,0.0,neutral
living,5,0.0,neutral
karnataka,5,0.0,neutral
keep,5,0.0,neutral
series,5,0.0,neutral
haryana,5,0.0,neutral
nnew,5,0.0,neutral
dashboard,5,0.0,neutral
know,5,0.0,neutral
study,5,0.0,neutral
education,5,0.0,neutral
opening,5,0.0,neutral
rules,5,0.0,neutral
staff,5,0.0,neutral
bregional,5,0.0,neutral
assamese,5,0.0,neutral
nu,5,0.0,neutral
coimbatore,5,0.0,neutral
arrival,5,0.0,neutral
departure,5,0.0,neutral
flight,5,0.0,neutral
asia,5,0.0,neutral
occasion,5,0.0,neutral
hon,5,0.0,neutral
nmotherhoo,5,0.0,neutral
status,5,0.0,neutral
sero,5,0.0,neutral
conducted,5,0.0,neutral
nno,5,0.0,neutral
congress,5,0.0,neutral
echart,5,0.0,neutral
ndeath,5,0.0,neutral
maharashtra,5,0.0,neutral
hands,5,0.0,neutral
erts,5,0.0,neutral
council,5,0.0,neutral
mumbai,5,0.0,neutral
everyone,5,0.0,neutral
created,5,0.0,neutral
shri,5,0.0,neutral
according,5,0.0,neutral
nmga,5,0.0,neutral
prior,5,0.0,neutral
climatechange,5,0.0,neutral
crores,5,0.0,neutral
reopening,5,0.0,neutral
model,5,0.0,neutral
nunity,5,0.0,neutral
provided,5,0.0,neutral
nmotherho,5,0.0,neutral
hel,5,0.0,neutral
public,5,0.0,neutral
vaccinate,5,0.0,neutral
using,5,0.0,neutral
crisis,5,0.0,neutral
patients,5,0.0,neutral
ndigvish,5,0.0,neutral
finally,5,0.0,neutral
fully,5,0.0,neutral
happybirthdaymodiji,5,0.0,neutral
finance,5,0.0,neutral
nkims,5,0.0,neutral
cfr,5,0.0,neutral
doctor,5,0.0,neutral
diagn,5,0.0,neutral
death,5,0.0,neutral
road,5,0.0,neutral
make,5,0.0,neutral
article,5,0.0,neutral
reported,5,0.0,neutral
manyata,4,0.0,neutral
concessional,4,0.0,neutral
frontline,4,0.0,neutral
covishield,4,0.0,neutral
bel,4,0.0,neutral
chennai,4,0.0,neutral
virus,4,0.0,neutral
surgery,4,0.0,neutral
nshankar,4,0.0,neutral
specialty,4,0.0,neutral
central,4,0.0,neutral
well,4,0.0,neutral
nparkmed,4,0.0,neutral
symposium,4,0.0,neutral
join,4,0.0,neutral
nmedia,4,0.0,neutral
post,4,0.0,neutral
pcr,4,0.0,neutral
threat,4,0.0,neutral
globally,4,0.0,neutral
ludhiana,4,0.0,neutral
newcases,4,0.0,neutral
always,4,0.0,neutral
situation,4,0.0,neutral
management,4,0.0,neutral
together,4,0.0,neutral
nshishuka,4,0.0,neutral
ch,4,0.0,neutral
writes,4,0.0,neutral
seychelles,4,0.0,neutral
hospitals,4,0.0,neutral
things,4,0.0,neutral
save,4,0.0,neutral
let,4,0.0,neutral
ni,4,0.0,neutral
int,4,0.0,neutral
every,4,0.0,neutral
doctors,4,0.0,neutral
per,4,0.0,neutral
set,4,0.0,neutral
food,4,0.0,neutral
trends,4,0.0,neutral
system,4,0.0,neutral
speed,4,0.0,neutral
ncura,4,0.0,neutral
ected,4,0.0,neutral
shows,4,0.0,neutral
samples,4,0.0,neutral
nshaker,4,0.0,neutral
around,4,0.0,neutral
gstcouncil,4,0.0,neutral
nrajmahal,4,0.0,neutral
nprolife,4,0.0,neutral
plus,4,0.0,neutral
go,4,0.0,neutral
white,4,0.0,neutral
nkauvery,4,0.0,neutral
nmedi,4,0.0,neutral
derma,4,0.0,neutral
staysafe,4,0.0,neutral
antibodies,4,0.0,neutral
thursday,4,0.0,neutral
nconfirmed,4,0.0,neutral
month,4,0.0,neutral
kad,4,0.0,neutral
end,4,0.0,neutral
cities,4,0.0,neutral
run,4,0.0,neutral
administers,4,0.0,neutral
leading,4,0.0,neutral
population,4,0.0,neutral
ex,4,0.0,neutral
allowed,4,0.0,neutral
entry,4,0.0,neutral
nartyem,4,0.0,neutral
rs,4,0.0,neutral
victims,4,0.0,neutral
national,4,0.0,neutral
nez,4,0.0,neutral
aarthi,4,0.0,neutral
making,4,0.0,neutral
yel,4,0.0,neutral
follow,4,0.0,neutral
size,4,0.0,neutral
fits,4,0.0,neutral
conte,4,0.0,neutral
li,4,0.0,neutral
tests,4,0.0,neutral
received,4,0.0,neutral
dengue,4,0.0,neutral
meet,4,0.0,neutral
dr,4,0.0,neutral
sama,4,0.0,neutral
key,4,0.0,neutral
updates,4,0.0,neutral
assessment,4,0.0,neutral
nrecoveries,4,0.0,neutral
consultation,4,0.0,neutral
wherever,4,0.0,neutral
ends,4,0.0,neutral
see,4,0.0,neutral
bg,4,0.0,neutral
nvivekanan,4,0.0,neutral
recover,4,0.0,neutral
network,4,0.0,neutral
fifth,4,0.0,neutral
double,4,0.0,neutral
ndeaths,4,0.0,neutral
man,4,0.0,neutral
nteatree,4,0.0,neutral
sarvodaya,4,0.0,neutral
bal,4,0.0,neutral
vidyalaya,4,0.0,neutral
ashok,4,0.0,neutral
electricity,4,0.0,neutral
nlakshmi,4,0.0,neutral
ended,3,0.0,neutral
nrainbowhos,3,0.0,neutral
nrainbowh,3,0.0,neutral
blood,3,0.0,neutral
tpr,3,0.0,neutral
unit,3,0.0,neutral
assamcovidupdate,3,0.0,neutral
nshirdi,3,0.0,neutral
life,3,0.0,neutral
whit,3,0.0,neutral
va,3,0.0,neutral
dailyupdate,3,0.0,neutral
posrate,3,0.0,neutral
level,3,0.0,neutral
activecases,3,0.0,neutral
leader,3,0.0,neutral
research,3,0.0,neutral
asking,3,0.0,neutral
party,3,0.0,neutral
learn,3,0.0,neutral
classes,3,0.0,neutral
nshobha,3,0.0,neutral
want,3,0.0,neutral
recording,3,0.0,neutral
asks,3,0.0,neutral
reports,3,0.0,neutral
guwahati,3,0.0,neutral
greenhouse,3,0.0,neutral
malshini,3,0.0,neutral
senaratne,3,0.0,neutral
proactive,3,0.0,neutral
legislative,3,0.0,neutral
steps,3,0.0,neutral
lusive,3,0.0,neutral
tamil,3,0.0,neutral
whether,3,0.0,neutral
check,3,0.0,neutral
pmmodi,3,0.0,neutral
naddresshe,3,0.0,neutral
beaches,3,0.0,neutral
numbers,3,0.0,neutral
rd,3,0.0,neutral
districts,3,0.0,neutral
positivity,3,0.0,neutral
saturdaythoughts,3,0.0,neutral
nspurthy,3,0.0,neutral
yes,3,0.0,neutral
nprimecare,3,0.0,neutral
disrupted,3,0.0,neutral
livelihoods,3,0.0,neutral
essays,3,0.0,neutral
edited,3,0.0,neutral
suri,3,0.0,neutral
delves,3,0.0,neutral
cross,3,0.0,neutral
seeing,3,0.0,neutral
spread,3,0.0,neutral
chose,3,0.0,neutral
flip,3,0.0,neutral
suffering,3,0.0,neutral
ntoday,3,0.0,neutral
ncyte,3,0.0,neutral
el,3,0.0,neutral
car,3,0.0,neutral
photography,3,0.0,neutral
pfizer,3,0.0,neutral
morning,3,0.0,neutral
trend,3,0.0,neutral
leaders,3,0.0,neutral
pol,3,0.0,neutral
gen,3,0.0,neutral
issues,3,0.0,neutral
companies,3,0.0,neutral
npathway,3,0.0,neutral
nprakriya,3,0.0,neutral
nrakshobh,3,0.0,neutral
l,3,0.0,neutral
years,3,0.0,neutral
brazil,3,0.0,neutral
ncratis,3,0.0,neutral
nnavacheth,3,0.0,neutral
vacc,3,0.0,neutral
upto,3,0.0,neutral
following,3,0.0,neutral
icmr,3,0.0,neutral
science,3,0.0,neutral
ble,3,0.0,neutral
leads,3,0.0,neutral
inoculating,3,0.0,neutral
pan,3,0.0,neutral
stayhome,3,0.0,neutral
npan,3,0.0,neutral
come,3,0.0,neutral
hope,3,0.0,neutral
vizag,3,0.0,neutral
nblock,3,0.0,neutral
z,3,0.0,neutral
cumulative,3,0.0,neutral
nmore,3,0.0,neutral
soap,3,0.0,neutral
water,3,0.0,neutral
maintain,3,0.0,neutral
distance,3,0.0,neutral
learning,3,0.0,neutral
reimagining,3,0.0,neutral
inclusive,3,0.0,neutral
era,3,0.0,neutral
thank,3,0.0,neutral
pace,3,0.0,neutral
setting,3,0.0,neutral
massive,3,0.0,neutral
history,3,0.0,neutral
administere,3,0.0,neutral
natreum,3,0.0,neutral
age,3,0.0,neutral
provide,3,0.0,neutral
order,3,0.0,neutral
camp,3,0.0,neutral
dubai,3,0.0,neutral
places,3,0.0,neutral
youtube,3,0.0,neutral
violence,3,0.0,neutral
abuse,3,0.0,neutral
impacts,3,0.0,neutral
goalpara,3,0.0,neutral
hospit,3,0.0,neutral
npadmashre,3,0.0,neutral
shut,3,0.0,neutral
progress,3,0.0,neutral
give,3,0.0,neutral
announced,3,0.0,neutral
thousands,3,0.0,neutral
la,3,0.0,neutral
diag,3,0.0,neutral
october,3,0.0,neutral
meeting,3,0.0,neutral
impact,3,0.0,neutral
fatalities,3,0.0,neutral
conversation,3,0.0,neutral
suggested,3,0.0,neutral
interest,3,0.0,neutral
nwe,3,0.0,neutral
sets,3,0.0,neutral
tax,3,0.0,neutral
achieve,3,0.0,neutral
worldrecord,3,0.0,neutral
asked,3,0.0,neutral
nt,3,0.0,neutral
bio,3,0.0,neutral
evening,3,0.0,neutral
clinical,3,0.0,neutral
treat,3,0.0,neutral
lakhs,3,0.0,neutral
pakvsnz,3,0.0,neutral
turn,3,0.0,neutral
remember,3,0.0,neutral
sunday,3,0.0,neutral
outbreak,3,0.0,neutral
kolkata,3,0.0,neutral
nlondon,3,0.0,neutral
school,3,0.0,neutral
lockdown,3,0.0,neutral
nsri,3,0.0,neutral
krish,3,0.0,neutral
army,3,0.0,neutral
nvalens,3,0.0,neutral
jammuandkashmir,3,0.0,neutral
nrr,3,0.0,neutral
shifted,3,0.0,neutral
made,3,0.0,neutral
source,3,0.0,neutral
nindia,3,0.0,neutral
president,3,0.0,neutral
office,3,0.0,neutral
case,3,0.0,neutral
family,3,0.0,neutral
project,3,0.0,neutral
platelets,3,0.0,neutral
testing,3,0.0,neutral
freedom,3,0.0,neutral
open,3,0.0,neutral
vaccinating,3,0.0,neutral
conflict,3,0.0,neutral
zones,3,0.0,neutral
face,3,0.0,neutral
simultaneous,3,0.0,neutral
nthankyou,3,0.0,neutral
air,3,0.0,neutral
economy,3,0.0,neutral
ra,3,0.0,neutral
families,3,0.0,neutral
started,3,0.0,neutral
visitors,3,0.0,neutral
focus,3,0.0,neutral
members,3,0.0,neutral
menstrual,3,0.0,neutral
link,3,0.0,neutral
indians,3,0.0,neutral
amid,3,0.0,neutral
east,3,0.0,neutral
bella,2,0.0,neutral
december,2,0.0,neutral
nirmala,2,0.0,neutral
sitharaman,2,0.0,neutral
covidvaccination,2,0.0,neutral
nlink,2,0.0,neutral
fever,2,0.0,neutral
third,2,0.0,neutral
name,2,0.0,neutral
usa,2,0.0,neutral
nsrinivas,2,0.0,neutral
jubileehills,2,0.0,neutral
theme,2,0.0,neutral
discussion,2,0.0,neutral
panel,2,0.0,neutral
urban,2,0.0,neutral
planning,2,0.0,neutral
building,2,0.0,neutral
biocon,2,0.0,neutral
plans,2,0.0,neutral
serum,2,0.0,neutral
institute,2,0.0,neutral
nglobal,2,0.0,neutral
naayug,2,0.0,neutral
multi,2,0.0,neutral
missed,2,0.0,neutral
fall,2,0.0,neutral
momentous,2,0.0,neutral
war,2,0.0,neutral
administrating,2,0.0,neutral
former,2,0.0,neutral
nov,2,0.0,neutral
details,2,0.0,neutral
nvasavi,2,0.0,neutral
start,2,0.0,neutral
odishagovernment,2,0.0,neutral
deat,2,0.0,neutral
challenges,2,0.0,neutral
regional,2,0.0,neutral
security,2,0.0,neutral
power,2,0.0,neutral
video,2,0.0,neutral
clarity,2,0.0,neutral
nanother,2,0.0,neutral
fda,2,0.0,neutral
decision,2,0.0,neutral
service,2,0.0,neutral
restaurants,2,0.0,neutral
affected,2,0.0,neutral
winter,2,0.0,neutral
measures,2,0.0,neutral
low,2,0.0,neutral
glucose,2,0.0,neutral
results,2,0.0,neutral
hesitancy,2,0.0,neutral
announces,2,0.0,neutral
travel,2,0.0,neutral
please,2,0.0,neutral
islands,2,0.0,neutral
date,2,0.0,neutral
hospitalplaylist,2,0.0,neutral
nrepublic,2,0.0,neutral
moment,2,0.0,neutral
nsanjeevin,2,0.0,neutral
enew,2,0.0,neutral
lore,2,0.0,neutral
waiting,2,0.0,neutral
hour,2,0.0,neutral
jayana,2,0.0,neutral
hold,2,0.0,neutral
minds,2,0.0,neutral
hosteller,2,0.0,neutral
latestnewsvizag,2,0.0,neutral
visakhapatnam,2,0.0,neutral
puducherry,2,0.0,neutral
faridabad,2,0.0,neutral
saw,2,0.0,neutral
looking,2,0.0,neutral
nurses,2,0.0,neutral
scientists,2,0.0,neutral
came,2,0.0,neutral
miss,2,0.0,neutral
wes,2,0.0,neutral
slovenian,2,0.0,neutral
authorities,2,0.0,neutral
close,2,0.0,neutral
businesses,2,0.0,neutral
simply,2,0.0,neutral
flops,2,0.0,neutral
closing,2,0.0,neutral
confusion,2,0.0,neutral
poli,2,0.0,neutral
ceremony,2,0.0,neutral
attari,2,0.0,neutral
dworld,2,0.0,neutral
eeds,2,0.0,neutral
hind,2,0.0,neutral
ahead,2,0.0,neutral
achievement,2,0.0,neutral
committed,2,0.0,neutral
times,2,0.0,neutral
devices,2,0.0,neutral
covfefe,2,0.0,neutral
sense,2,0.0,neutral
maybe,2,0.0,neutral
eligible,2,0.0,neutral
eua,2,0.0,neutral
approved,2,0.0,neutral
australian,2,0.0,neutral
australia,2,0.0,neutral
august,2,0.0,neutral
event,2,0.0,neutral
despite,2,0.0,neutral
concerns,2,0.0,neutral
wh,2,0.0,neutral
combat,2,0.0,neutral
pradesh,2,0.0,neutral
ngreenview,2,0.0,neutral
erienced,2,0.0,neutral
crises,2,0.0,neutral
began,2,0.0,neutral
biden,2,0.0,neutral
g,2,0.0,neutral
medicines,2,0.0,neutral
continue,2,0.0,neutral
nirmalasitharaman,2,0.0,neutral
addressing,2,0.0,neutral
maskup,2,0.0,neutral
essentials,2,0.0,neutral
norms,2,0.0,neutral
violation,2,0.0,neutral
call,2,0.0,neutral
welfare,2,0.0,neutral
basic,2,0.0,neutral
duty,2,0.0,neutral
term,2,0.0,neutral
nod,2,0.0,neutral
pi,2,0.0,neutral
ndetails,2,0.0,neutral
political,2,0.0,neutral
evidence,2,0.0,neutral
tripura,2,0.0,neutral
cell,2,0.0,neutral
along,2,0.0,neutral
corporate,2,0.0,neutral
nvikram,2,0.0,neutral
block,2,0.0,neutral
bihar,2,0.0,neutral
koraput,2,0.0,neutral
wearamasksavelives,2,0.0,neutral
socialdistancing,2,0.0,neutral
handwashing,2,0.0,neutral
ips,2,0.0,neutral
srinagar,2,0.0,neutral
mumbaikars,2,0.0,neutral
figures,2,0.0,neutral
area,2,0.0,neutral
manager,2,0.0,neutral
uttarpradesh,2,0.0,neutral
airlines,2,0.0,neutral
flights,2,0.0,neutral
isolation,2,0.0,neutral
modiji,2,0.0,neutral
