bigram,repetation,polarity,sentiment
amrut mahotsav,1,0.0,neutral
mahotsav india,1,0.0,neutral
india freedom,1,0.0,neutral
freedom run,1,0.0,neutral
run beach,1,0.0,neutral
beach road,1,0.0,neutral
road saturday,1,0.0,neutral
saturday n,1,0.0,neutral
n azadikaamrutmahotsav,1,0.0,neutral
azadikaamrutmahotsav beachroad,1,0.0,neutral
justnow f,1,0.0,neutral
bjp ruled,1,0.0,neutral
ruled states,1,0.0,neutral
states collecting,1,0.0,neutral
collecting thousands,1,0.0,neutral
thousands doses,1,0.0,neutral
doses vaccines,1,0.0,neutral
vaccines last,1,0.0,neutral
last one,1,0.0,neutral
one week,1,0.0,neutral
week make,1,0.0,neutral
make record,1,0.0,neutral
committed work,1,0.0,neutral
work fronts,1,0.0,neutral
fronts ncurrently,1,0.0,neutral
ncurrently focusing,1,0.0,neutral
focusing vaccination,1,0.0,neutral
vaccination order,1,0.0,neutral
order eradicate,1,0.0,neutral
committee held,1,0.0,neutral
held meeting,1,0.0,neutral
meeting wednesday,1,0.0,neutral
wednesday recommended,1,0.0,neutral
recommended bbmp,1,0.0,neutral
bbmp monitor,1,0.0,neutral
monitor kids,1,0.0,neutral
kids health,1,0.0,neutral
n bharat,1,0.0,neutral
bharat celebrating,1,0.0,neutral
celebrating narendramodi,1,0.0,neutral
birthday f,1,0.0,neutral
n mi,1,0.0,neutral
mi already,1,0.0,neutral
already achieved,1,0.0,neutral
achieved n,1,0.0,neutral
anna covid,1,0.0,neutral
pandemic whos,1,0.0,neutral
whos impact,1,0.0,neutral
impact even,1,0.0,neutral
even creator,1,0.0,neutral
creator wuhan,1,0.0,neutral
wuhan la,1,0.0,neutral
la imagine,1,0.0,neutral
second article,1,0.0,neutral
article pioneer,1,0.0,neutral
pioneer daily,1,0.0,neutral
daily congratulations,1,0.0,neutral
congratulations dear,1,0.0,neutral
dear student,1,0.0,neutral
student khushi,1,0.0,neutral
khushi agrawal,1,0.0,neutral
agrawal covid,1,0.0,neutral
n lifestyle,1,0.0,neutral
f nwe,1,0.0,neutral
nwe done,1,0.0,neutral
done crore,1,0.0,neutral
vaccination today,1,0.0,neutral
today counting,1,0.0,neutral
n nthankyou,1,0.0,neutral
nthankyou scientists,1,0.0,neutral
scientists nthankyou,1,0.0,neutral
suniel shetty,1,0.0,neutral
shetty recently,1,0.0,neutral
recently distributed,1,0.0,neutral
distributed air,1,0.0,neutral
purifiers fight,1,0.0,neutral
covid virus,1,0.0,neutral
virus installed,1,0.0,neutral
installed var,1,0.0,neutral
tax department,1,0.0,neutral
department said,1,0.0,neutral
said mr,1,0.0,neutral
mr sonu,1,0.0,neutral
sonu sood,1,0.0,neutral
sood non,1,0.0,neutral
non profit,1,0.0,neutral
profit raised,1,0.0,neutral
raised crore,1,0.0,neutral
crore overseas,1,0.0,neutral
overseas donors,1,0.0,neutral
donors n,1,0.0,neutral
n sonusood,1,0.0,neutral
indoor game,1,-0.4,negative
game working,1,-0.4,negative
working home,1,0.0,neutral
home keep,1,0.0,neutral
keep fit,1,0.4,positive
fit well,1,0.4,positive
well mood,1,0.0,neutral
mood f,1,0.0,neutral
n jaehyun,1,0.0,neutral
jaehyun covid,1,0.0,neutral
spjimr prof,1,0.0,neutral
prof jayaraman,1,0.0,neutral
jayaraman article,1,0.0,neutral
article published,1,0.0,neutral
published wwm,1,0.0,neutral
wwm writes,1,0.0,neutral
writes evolution,1,0.0,neutral
evolution supply,1,0.0,neutral
supply chain,1,0.0,neutral
chain man,1,0.0,neutral
nfees nkids,1,0.0,neutral
nkids clin,1,0.0,neutral
global economy,1,0.0,neutral
economy still,1,0.0,neutral
still feeling,1,0.0,neutral
feeling weight,1,0.0,neutral
weight covid,1,0.0,neutral
covid complicating,1,0.0,neutral
complicating recovery,1,0.0,neutral
recovery efforts,1,0.0,neutral
efforts sparking,1,0.0,neutral
sparking inf,1,0.0,neutral
uni received,1,0.0,neutral
received card,1,0.0,neutral
card today,1,0.0,neutral
today unbo,1,0.0,neutral
unbo ng,1,0.0,neutral
ng e,1,0.0,neutral
erience ne,1,0.0,neutral
ne level,1,0.0,neutral
level credit,1,0.0,neutral
credit card,1,0.0,neutral
card goodies,1,0.0,neutral
asked workers,1,0.0,neutral
across country,1,0.0,neutral
country facilitate,1,0.0,neutral
facilitate covid,1,0.0,neutral
drive occasion,1,0.0,neutral
nst martha,1,0.0,neutral
vaccination shot,1,0.0,neutral
shot asap,1,0.0,neutral
asap prevent,1,0.0,neutral
prevent hospital,1,0.0,neutral
hospital admissions,1,0.0,neutral
admissions take,1,0.0,neutral
take every,1,0.0,neutral
every precaution,1,0.0,neutral
precaution stepping,1,0.0,neutral
stepping home,1,0.0,neutral
hospital w,1,0.0,neutral
world largest,1,0.0,neutral
largest vaccination,1,0.0,neutral
drive setting,1,0.0,neutral
setting records,1,0.0,neutral
records yesterday,1,0.0,neutral
people mask,1,0.0,neutral
mask needed,1,0.0,neutral
needed f,1,0.0,neutral
f jogeshwari,1,0.0,neutral
jogeshwari registration,1,0.0,neutral
registration office,1,0.0,neutral
office n,1,0.0,neutral
f emaharashtra,1,0.0,neutral
emaharashtra covid,1,0.0,neutral
data n,1,0.0,neutral
n got,1,0.0,neutral
got infected,1,0.0,neutral
infected n,1,0.0,neutral
n lost,1,0.0,neutral
lost lives,1,0.0,neutral
lives n,1,0.0,neutral
n current,1,0.0,neutral
current case,1,0.0,neutral
case fatality,1,0.0,neutral
fatality ra,1,0.0,neutral
nfees npristine,1,0.0,neutral
launched support,1,0.0,neutral
support program,1,0.0,neutral
program covid,1,0.0,neutral
covid affected,1,0.0,neutral
affected families,1,0.0,neutral
families haridwar,1,0.0,neutral
haridwar corporate,1,0.0,neutral
mizoram state,1,0.0,neutral
state concern,1,0.0,neutral
concern coming,1,0.0,neutral
months maintain,1,0.0,neutral
maintain caution,1,0.0,neutral
caution upsurge,1,0.0,neutral
upsurge covid,1,0.0,neutral
covid c,1,0.0,neutral
masks imperative,1,0.0,neutral
imperative fight,1,0.0,neutral
n ncredits,1,0.0,neutral
ncredits ministry,1,0.0,neutral
ministry health,1,0.0,neutral
health family,1,0.0,neutral
family welfare,1,0.0,neutral
welfare govt,1,0.0,neutral
govt india,1,0.0,neutral
things remember,1,0.0,neutral
remember wearing,1,0.0,neutral
n maskup,1,0.0,neutral
maskup vaccinemandates,1,0.0,neutral
vaccinemandates covid,1,0.0,neutral
covid covidiots,1,0.0,neutral
covidiots india,1,0.0,neutral
crorevaccination nanother,1,0.0,neutral
achieved fight,1,0.0,neutral
pandemic n,1,0.0,neutral
n plus,1,0.0,neutral
plus covid,1,0.0,neutral
icymi covid,1,0.0,neutral
outbreak line,1,0.0,neutral
line attack,1,0.0,neutral
attack centralvistaproject,1,0.0,neutral
centralvistaproject shifted,1,0.0,neutral
shifted project,1,0.0,neutral
facebook posts,1,0.0,neutral
posts list,1,0.0,neutral
list tips,1,0.0,neutral
tips battling,1,0.0,neutral
battling covid,1,0.0,neutral
covid infection,1,0.0,neutral
infection home,1,0.0,neutral
home said,1,0.0,neutral
said nurse,1,0.0,neutral
nurse friend,1,0.0,neutral
vaccination families,1,0.0,neutral
families started,1,0.0,neutral
started sector,1,0.0,neutral
sector hospital,1,0.0,neutral
hospital itbp,1,0.0,neutral
itbp leh,1,0.0,neutral
leh ladakh,1,0.0,neutral
ladakh serving,1,0.0,neutral
serving personnel,1,0.0,neutral
personnel already,1,0.0,neutral
already vaccinate,1,0.0,neutral
reported nout,1,0.0,neutral
nout jaipur,1,0.0,neutral
jaipur ntoday,1,0.0,neutral
ntoday recovered,1,0.0,neutral
recovered c,1,0.0,neutral
covid alaska,1,0.0,neutral
alaska highest,1,0.0,neutral
highest vaccination,1,0.0,neutral
vaccination rate,1,0.0,neutral
rate covid,1,0.0,neutral
crisis vacc,1,0.0,neutral
aayog member,1,0.0,neutral
member health,1,0.0,neutral
health dr,1,0.0,neutral
dr vk,1,0.0,neutral
vk paul,1,0.0,neutral
paul condemned,1,0.0,neutral
condemned article,1,0.0,neutral
know incomplete,1,0.0,neutral
incomplete understand,1,0.0,neutral
understand happened,1,0.0,neutral
happened yesterday,1,0.0,neutral
yesterday pm,1,0.0,neutral
birthday million,1,0.0,neutral
million deaths,1,0.0,neutral
deaths surge,1,0.0,neutral
surge million,1,0.0,neutral
million johns,1,0.0,neutral
johns hopkins,1,0.0,neutral
hopkins university,1,0.0,neutral
covid cr,1,0.0,neutral
study made,1,0.0,neutral
made observation,1,0.0,neutral
observation physicians,1,0.0,neutral
physicians classify,1,0.0,neutral
classify patients,1,0.0,neutral
patients n,1,0.0,neutral
despite pandemic,1,0.0,neutral
pandemic nepal,1,0.0,neutral
nepal goes,1,0.0,neutral
goes ahead,1,0.0,neutral
ahead class,1,0.0,neutral
class nboard,1,0.0,neutral
nboard e,1,0.0,neutral
ms began,1,0.0,neutral
began september,1,0.0,neutral
september every,1,0.0,neutral
every step,1,0.0,neutral
power shutdown,1,0.0,neutral
shutdown areas,1,0.0,neutral
areas chennai,1,0.0,neutral
chennai sept,1,0.0,neutral
sept chennai,1,0.0,neutral
chennai powershutdown,1,0.0,neutral
powershutdown powercut,1,0.0,neutral
powercut atzone,1,0.0,neutral
atzone covid,1,0.0,neutral
x covid,1,0.0,neutral
covid care,1,0.0,neutral
care home,1,0.0,neutral
home packages,1,0.0,neutral
packages n,1,0.0,neutral
n naffordable,1,0.0,neutral
naffordable packages,1,0.0,neutral
packages tailored,1,0.0,neutral
tailored help,1,0.0,neutral
help recover,1,0.0,neutral
recover safety,1,0.0,neutral
safety comfort,1,0.0,neutral
wht happens,1,0.0,neutral
happens getting,1,0.0,neutral
getting shot,1,0.0,neutral
shot cova,1,0.0,neutral
n stipulated,1,0.0,neutral
stipulated time,1,0.0,neutral
india inoculates,1,0.0,neutral
inoculates crore,1,0.0,neutral
doses till,1,0.0,neutral
around world,1,0.0,neutral
world women,1,0.0,neutral
women frontline,1,0.0,neutral
frontline covid,1,0.0,neutral
covid response,1,0.0,neutral
response make,1,0.0,neutral
make majority,1,0.0,neutral
majority health,1,0.0,neutral
ncrr cfr,1,0.0,neutral
bangla sahi,1,0.0,neutral
sahi gurdwara,1,0.0,neutral
gurdwara delhi,1,0.0,neutral
delhi shut,1,0.0,neutral
shut visitors,1,0.0,neutral
visitors violation,1,0.0,neutral
violation covid,1,0.0,neutral
protocols delhi,1,0.0,neutral
delhi banglasahibgurdwara,1,0.0,neutral
covid guidelines,1,0.0,neutral
guidelines fans,1,0.0,neutral
entry sharjah,1,0.0,neutral
sharjah stadium,1,0.0,neutral
stadium pcr,1,0.0,neutral
pcr coronavirus,1,0.0,neutral
coronavirus report,1,0.0,neutral
haryanagovernment decided,1,0.0,neutral
reopen government,1,0.0,neutral
private schools,1,0.0,neutral
schools class,1,0.0,neutral
class september,1,0.0,neutral
nitin gadkari,1,0.0,neutral
gadkari earns,1,0.0,neutral
earns rs,1,0.0,neutral
lakh monthly,1,0.0,neutral
monthly youtube,1,0.0,neutral
youtube union,1,0.0,neutral
minister reveals,1,0.0,neutral
reveals uploaded,1,0.0,neutral
uploaded lectures,1,0.0,neutral
lectures video,1,0.0,neutral
video streaming,1,0.0,neutral
almost million,1,0.0,neutral
till p,1,0.0,neutral
p naisi,1,0.0,neutral
naisi kon,1,0.0,neutral
kon si,1,0.0,neutral
si jaadu,1,0.0,neutral
jaadu ki,1,0.0,neutral
ki chadi,1,0.0,neutral
chadi chali,1,0.0,neutral
chali hai,1,0.0,neutral
hai aaj,1,0.0,neutral
aaj n,1,0.0,neutral
use aromatic,1,0.0,neutral
aromatic coffee,1,0.0,neutral
coffee brew,1,0.0,neutral
brew refreshed,1,0.0,neutral
refreshed skin,1,0.0,neutral
skin n,1,0.0,neutral
n scru,1,0.0,neutral
scru ground,1,0.0,neutral
ground coffee,1,0.0,neutral
coffee coconut,1,0.0,neutral
coconut oil,1,0.0,neutral
oil sugar,1,0.0,neutral
sugar n,1,0.0,neutral
mask cof,1,0.0,neutral
covid health,1,0.0,neutral
health updates,1,0.0,neutral
n th,1,0.0,neutral
september nigeria,1,0.0,neutral
nigeria covid,1,0.0,neutral
status states,1,0.0,neutral
states federal,1,0.0,neutral
federal capital,1,0.0,neutral
capital terri,1,0.0,neutral
continues largest,1,0.0,neutral
largest vaccine,1,0.0,neutral
vaccine drive,1,0.0,neutral
drive world,1,0.0,neutral
world let,1,0.0,neutral
us remain,1,0.0,neutral
remain vigilant,1,0.0,neutral
vigilant continue,1,0.0,neutral
continue wear,1,0.0,neutral
vaccinated wear,1,0.0,neutral
mask properly,1,0.0,neutral
properly n,1,0.0,neutral
situation f,1,0.0,neutral
glimpses conference,1,0.0,neutral
conference mins,1,0.0,neutral
mins conference,1,0.0,neutral
conference partners,1,0.0,neutral
partners amp,1,0.0,neutral
amp supporters,1,0.0,neutral
dose c,1,0.0,neutral
c ndose,1,0.0,neutral
ndose c,1,0.0,neutral
n nvaccinated,1,0.0,neutral
nvaccinated covid,1,0.0,neutral
jan march,1,0.0,neutral
march got,1,0.0,neutral
got vaccination,1,0.0,neutral
vaccination certificates,1,0.0,neutral
certificates people,1,0.0,neutral
people photo,1,0.0,neutral
photo n,1,0.0,neutral
n april,1,0.0,neutral
april may,1,0.0,neutral
may got,1,0.0,neutral
got death,1,0.0,neutral
nation celebrate,1,0.0,neutral
celebrate making,1,0.0,neutral
making worldrecord,1,0.0,neutral
worldrecord administering,1,0.0,neutral
administering cr,1,0.0,neutral
nmga hosp,1,0.0,neutral
int gender,1,0.0,neutral
gender marangu,1,0.0,neutral
roll n,1,0.0,neutral
nand know,1,0.0,neutral
know using,1,0.0,neutral
using hastags,1,0.0,neutral
hastags n,1,0.0,neutral
pakvsnz earthquake,1,0.0,neutral
details covid,1,0.0,neutral
status diff,1,0.0,neutral
diff parts,1,0.0,neutral
parts karnataka,1,0.0,neutral
months crucial,1,0.0,neutral
crucial india,1,0.0,neutral
covid says,1,0.0,neutral
says india,1,0.0,neutral
india festival,1,0.0,neutral
deal serum,1,0.0,neutral
institute life,1,0.0,neutral
life sciences,1,0.0,neutral
sciences values,1,0.0,neutral
values biocon,1,0.0,neutral
biocon biologics,1,0.0,neutral
biologics billion,1,0.0,neutral
billion solely,1,0.0,neutral
solely focus,1,0.0,neutral
day setting,1,0.0,neutral
record prime,1,0.0,neutral
minister modi,1,0.0,neutral
modi birthday,1,0.0,neutral
reminder still,1,0.0,neutral
still need,1,0.0,neutral
need wear,1,0.0,neutral
masks n,1,0.0,neutral
wearamask besafeoutthere,1,0.0,neutral
eos given,1,0.0,neutral
given necessary,1,0.0,neutral
necessary directions,1,0.0,neutral
directions complaints,1,0.0,neutral
complaints disposed,1,0.0,neutral
disposed spot,1,0.0,neutral
results fifth,1,0.0,neutral
fifth serosurvey,1,0.0,neutral
serosurvey mumbai,1,0.0,neutral
mumbai states,1,0.0,neutral
states people,1,0.0,neutral
people surveyed,1,0.0,neutral
surveyed show,1,0.0,neutral
show signs,1,0.0,neutral
signs antibo,1,0.0,neutral
cnbctv e,1,0.0,neutral
lusive gst,1,0.0,neutral
council e,1,0.0,neutral
ends concessions,1,0.0,neutral
concessions specified,1,0.0,neutral
specified drugs,1,0.0,neutral
drugs used,1,0.0,neutral
used covid,1,0.0,neutral
covid treatment,1,0.0,neutral
treatment till,1,0.0,neutral
till dec,1,0.0,neutral
dec n,1,0.0,neutral
f fno,1,0.0,neutral
fno g,1,0.0,neutral
ninety three,1,0.0,neutral
three lakh,1,0.0,neutral
lakh amp,1,0.0,neutral
n nas,1,0.0,neutral
nas india,1,0.0,neutral
india celebrates,1,0.0,neutral
celebrates birthday,1,0.0,neutral
birthday pm,1,0.0,neutral
pm world,1,0.0,neutral
erts suggested,1,0.0,neutral
suggested opening,1,0.0,neutral
opening gates,1,0.0,neutral
gates delhimetro,1,0.0,neutral
delhimetro stations,1,0.0,neutral
stations reduce,1,0.0,neutral
reduce congestion,1,0.0,neutral
congestion commuters,1,0.0,neutral
pmmodi turns,1,0.0,neutral
turns president,1,0.0,neutral
president ministers,1,0.0,neutral
ministers e,1,0.0,neutral
end wishes,1,0.0,neutral
wishes n,1,0.0,neutral
birthday presidentramnathkovind,1,0.0,neutral
presidentramnathkovind bjp,1,0.0,neutral
vaccination camp,1,0.0,neutral
camp taking,1,0.0,neutral
taking place,1,0.0,neutral
place across,1,0.0,neutral
across tamil,1,0.0,neutral
nadu per,1,0.0,neutral
per health,1,0.0,neutral
health department,1,0.0,neutral
department total,1,0.0,neutral
vaccinating children,1,0.0,neutral
children covid,1,0.0,neutral
cross crore,1,0.0,neutral
crore today,1,0.0,neutral
leading world,1,0.0,neutral
n nfully,1,0.0,neutral
f findia,1,0.0,neutral
findia f,1,0.0,neutral
crore lakh,1,0.0,neutral
according globalmarketdatabase,1,0.0,neutral
globalmarketdatabase global,1,0.0,neutral
global api,1,0.0,neutral
api markets,1,0.0,neutral
markets observing,1,0.0,neutral
observing upward,1,0.0,neutral
upward trend,1,0.0,neutral
trend cost,1,0.0,neutral
cost crucial,1,0.0,neutral
crucial manufac,1,0.0,neutral
pm already,1,0.0,neutral
already crossed,1,0.0,neutral
n happybdaymodiji,1,0.0,neutral
med wrap,1,0.0,neutral
wrap u,1,0.0,neutral
u al,1,0.0,neutral
al lukng,1,0.0,neutral
lukng jst,1,0.0,neutral
jst dose,1,0.0,neutral
dose maybe,1,0.0,neutral
maybe mnths,1,0.0,neutral
mnths tuk,1,0.0,neutral
tuk postcovid,1,0.0,neutral
postcovid recovery,1,0.0,neutral
recovery medicine,1,0.0,neutral
mark eyes,1,0.0,neutral
eyes cr,1,0.0,neutral
cr target,1,0.0,neutral
target today,1,0.0,neutral
today covidvaccination,1,0.0,neutral
covidvaccination covid,1,0.0,neutral
covid happybirthdaymodiji,1,0.0,neutral
covid edible,1,0.0,neutral
edible vaccines,1,0.0,neutral
vaccines continuous,1,0.0,neutral
continuous use,1,0.0,neutral
use without,1,0.0,neutral
without peoples,1,0.0,neutral
peoples knowledge,1,0.0,neutral
knowledge consent,1,0.0,neutral
plz comply,1,0.0,neutral
comply guidelines,1,0.0,neutral
guidelines wearamask,1,0.0,neutral
wearamask washyourhands,1,0.0,neutral
washyourhands maintain,1,0.0,neutral
maintain distance,1,0.0,neutral
distance amp,1,0.0,neutral
amp avoid,1,0.0,neutral
avoid gatherings,1,0.0,neutral
gatherings n,1,0.0,neutral
n nteam,1,0.0,neutral
waiting csk,1,0.0,neutral
csk cskvmi,1,0.0,neutral
cskvmi whistlepodu,1,0.0,neutral
whistlepodu wearamask,1,0.0,neutral
million administered,1,0.0,neutral
administered covid,1,0.0,neutral
vaccine f,1,0.0,neutral
f today,1,0.0,neutral
today number,1,0.0,neutral
number still,1,0.0,neutral
still increasing,1,0.0,neutral
increasing ncongratulat,1,0.0,neutral
suprabhatam n,1,0.0,neutral
n stayhome,1,0.0,neutral
stayhome staysafe,1,0.0,neutral
staysafe stayisolated,1,0.0,neutral
stayisolated wearamask,1,0.0,neutral
n nmy,1,0.0,neutral
nmy prayers,1,0.0,neutral
prayers everyone,1,0.0,neutral
everyone safety,1,0.0,neutral
safety nwe,1,0.0,neutral
nwe overcome,1,0.0,neutral
india increase,1,0.0,neutral
increase friday,1,0.0,neutral
friday cases,1,0.0,neutral
reported thursday,1,0.0,neutral
thursday deaths,1,0.0,neutral
x siddap,1,0.0,neutral
hospital jayanagar,1,0.0,neutral
nfees nmallya,1,0.0,neutral
nmallya hosp,1,0.0,neutral
crisis garbage,1,0.0,neutral
garbage crisis,1,0.0,neutral
bjp celebrates,1,0.0,neutral
celebrates crore,1,0.0,neutral
jabs covid,1,0.0,neutral
covid pm,1,0.0,neutral
birthday without,1,0.0,neutral
without realizing,1,0.0,neutral
realizing india,1,0.0,neutral
india population,1,0.0,neutral
population crores,1,0.0,neutral
crores india,1,0.0,neutral
bihar lakh,1,0.0,neutral
administered mega,1,0.0,neutral
vaccinationdrive across,1,0.0,neutral
organized students,1,0.0,neutral
students faculty,1,0.0,neutral
faculty amp,1,0.0,neutral
amp staff,1,0.0,neutral
staff members,1,0.0,neutral
members amp,1,0.0,neutral
amp families,1,0.0,neutral
fuel prices,1,0.0,neutral
prices gst,1,0.0,neutral
gst ambit,1,0.0,neutral
ambit ajit,1,0.0,neutral
ajit pawar,1,0.0,neutral
pawar n,1,0.0,neutral
n bmcelections,1,0.0,neutral
bmcelections bmc,1,0.0,neutral
bmc bmcelection,1,0.0,neutral
bmcelection maharashtracivicpolls,1,0.0,neutral
wear care,1,0.0,neutral
care n,1,0.0,neutral
n nlets,1,0.0,neutral
nlets fight,1,0.0,neutral
fight together,1,0.0,neutral
together covid,1,0.0,neutral
covid make,1,0.0,neutral
make pledge,1,0.0,neutral
pledge make,1,0.0,neutral
make india,1,0.0,neutral
india covidfree,1,0.0,neutral
covidfree nation,1,0.0,neutral
mumbai th,1,0.0,neutral
conducted shows,1,0.0,neutral
shows population,1,0.0,neutral
population mumbai,1,0.0,neutral
mumbai estimated,1,0.0,neutral
estimated covid,1,0.0,neutral
going back,1,0.0,neutral
back article,1,0.0,neutral
article written,1,0.0,neutral
written may,1,0.0,neutral
may seeing,1,0.0,neutral
seeing india,1,0.0,neutral
india stands,1,0.0,neutral
stands today,1,0.0,neutral
today vacci,1,0.0,neutral
kids teased,1,0.0,neutral
teased bullied,1,0.0,neutral
bullied shamed,1,0.0,neutral
shamed body,1,0.0,neutral
body look,1,0.0,neutral
look make,1,0.0,neutral
make kids,1,0.0,neutral
kids feel,1,0.0,neutral
feel deeply,1,0.0,neutral
deeply hurt,1,0.0,neutral
hurt harm,1,0.0,neutral
problem yes,1,0.0,neutral
statment ceo,1,0.0,neutral
ceo n,1,0.0,neutral
india saved,1,0.0,neutral
saved world,1,0.0,neutral
world covid,1,0.0,neutral
pandemic statement,1,0.0,neutral
statement indicate,1,0.0,neutral
try drown,1,0.0,neutral
drown anyone,1,0.0,neutral
anyone river,1,0.0,neutral
river try,1,0.0,neutral
try save,1,0.0,neutral
save people,1,0.0,neutral
people drowning,1,0.0,neutral
drowning motivation,1,0.0,neutral
motivation lufc,1,0.0,neutral
lufc lisa,1,0.0,neutral
lisa lanat,1,0.0,neutral
dimapur district,1,0.0,neutral
administration today,1,0.0,neutral
today handed,1,0.0,neutral
handed ex,1,0.0,neutral
ex gratia,1,0.0,neutral
gratia rs,1,0.0,neutral
rs lakhs,1,0.0,neutral
lakhs family,1,0.0,neutral
family members,1,0.0,neutral
members frontline,1,0.0,neutral
frontline w,1,0.0,neutral
uniserve n,1,0.0,neutral
n enabling,1,0.0,neutral
enabling business,1,0.0,neutral
business led,1,0.0,neutral
led ecosystems,1,0.0,neutral
ecosystems reimagine,1,0.0,neutral
reimagine enterprise,1,0.0,neutral
enterprise digital,1,0.0,neutral
digital world,1,0.0,neutral
world ex,1,0.0,neutral
nfees nmotherhood,1,0.0,neutral
india assessment,1,0.0,neutral
assessment states,1,0.0,neutral
states n,1,0.0,neutral
n nlearn,1,0.0,neutral
mpvaccinationmahaabhiyan n,1,0.0,neutral
vaccination sessions,1,0.0,neutral
sessions plan,1,0.0,neutral
plan sep,1,0.0,neutral
college nahi,1,0.0,neutral
nahi khul,1,0.0,neutral
khul rahe,1,0.0,neutral
rahe f,1,0.0,neutral
f eyahi,1,0.0,neutral
eyahi bohot,1,0.0,neutral
bohot bada,1,0.0,neutral
bada sar,1,0.0,neutral
sar dard,1,0.0,neutral
dard hai,1,0.0,neutral
hai f,1,0.0,neutral
f aur,1,0.0,neutral
aur menstrual,1,0.0,neutral
menstrual migraine,1,0.0,neutral
migraine f,1,0.0,neutral
n research,1,0.0,neutral
research suggests,1,0.0,neutral
suggests menstrual,1,0.0,neutral
x bell,1,0.0,neutral
million covidvaccine,1,0.0,neutral
covidvaccine shots,1,0.0,neutral
shots given,1,0.0,neutral
given india,1,0.0,neutral
india sep,1,0.0,neutral
n nat,1,0.0,neutral
nat rate,1,0.0,neutral
rate fully,1,0.0,neutral
fully vaccinate,1,0.0,neutral
vaccinate n,1,0.0,neutral
n us,1,0.0,neutral
us mont,1,0.0,neutral
emergency use,1,0.0,neutral
use authorisation,1,0.0,neutral
authorisation cova,1,0.0,neutral
vaccine delayed,1,0.0,neutral
delayed yet,1,0.0,neutral
breaking crores,1,0.0,neutral
crores vaccines,1,0.0,neutral
vaccines doses,1,0.0,neutral
doses counting,1,0.0,neutral
came across,1,0.0,neutral
across attached,1,0.0,neutral
attached posted,1,0.0,neutral
posted facebook,1,0.0,neutral
facebook talking,1,0.0,neutral
talking std,1,0.0,neutral
vaccinationdrive indiafightscorona,1,0.0,neutral
indiafightscorona covid,1,0.0,neutral
kerala majority,1,0.0,neutral
majority succumbed,1,0.0,neutral
succumbed covid,1,0.0,neutral
covid either,1,0.0,neutral
either lifestyle,1,0.0,neutral
lifestyle diseases,1,0.0,neutral
diseases comorbidities,1,0.0,neutral
comorbidities even,1,0.0,neutral
n nist,1,0.0,neutral
nist dose,1,0.0,neutral
dose niind,1,0.0,neutral
niind dose,1,0.0,neutral
centre age,1,0.0,neutral
list west,1,0.0,neutral
district nvisit,1,0.0,neutral
nvisit link,1,0.0,neutral
link given,1,0.0,neutral
room complacency,1,0.0,neutral
complacency covid,1,0.0,neutral
covid management,1,0.0,neutral
management centre,1,0.0,neutral
centre asks,1,0.0,neutral
asks states,1,0.0,neutral
uts strengthen,1,0.0,neutral
strengthen health,1,0.0,neutral
health infra,1,0.0,neutral
infra india,1,0.0,neutral
mandaviya india,1,0.0,neutral
administering highest,1,0.0,neutral
highest number,1,0.0,neutral
crore smiles,1,0.0,neutral
smiles amp,1,0.0,neutral
counting f,1,0.0,neutral
f congratulations,1,0.0,neutral
congratulations everyone,1,0.0,neutral
everyone f,1,0.0,neutral
pm day,1,0.0,neutral
day found,1,0.0,neutral
found give,1,0.0,neutral
give million,1,0.0,neutral
million corona,1,0.0,neutral
doses nbut,1,0.0,neutral
nbut took,1,0.0,neutral
took day,1,0.0,neutral
nfees nolympus,1,0.0,neutral
nolympus c,1,0.0,neutral
india nindia,1,0.0,neutral
nindia crossed,1,0.0,neutral
vaccines administration,1,0.0,neutral
administration mark,1,0.0,neutral
mark nbut,1,0.0,neutral
nbut question,1,0.0,neutral
every indians,1,0.0,neutral
indians fully,1,0.0,neutral
livemusic market,1,0.0,neutral
market researchreport,1,0.0,neutral
researchreport technavio,1,0.0,neutral
technavio provides,1,0.0,neutral
provides valuable,1,0.0,neutral
valuable insights,1,0.0,neutral
insights post,1,0.0,neutral
covid impact,1,0.0,neutral
impact marke,1,0.0,neutral
us inaugural,1,0.0,neutral
inaugural session,1,0.0,neutral
session international,1,0.0,neutral
covid er,1,0.0,neutral
indonesian government,1,0.0,neutral
government reopen,1,0.0,neutral
reopen resort,1,0.0,neutral
resort island,1,0.0,neutral
island bali,1,0.0,neutral
bali international,1,0.0,neutral
international visitors,1,0.0,neutral
visitors october,1,0.0,neutral
october amid,1,0.0,neutral
amid constan,1,0.0,neutral
sitharaman announced,1,0.0,neutral
announced gst,1,0.0,neutral
gst e,1,0.0,neutral
e ension,1,0.0,neutral
ension covid,1,0.0,neutral
drugs till,1,0.0,neutral
december increased,1,0.0,neutral
increased rate,1,0.0,neutral
rate loc,1,0.0,neutral
still reservation,1,0.0,neutral
reservation using,1,0.0,neutral
using public,1,0.0,neutral
public transport,1,0.0,neutral
transport covid,1,0.0,neutral
era appreciati,1,0.0,neutral
hillsborough gop,1,0.0,neutral
gop member,1,0.0,neutral
member death,1,0.0,neutral
death covid,1,0.0,neutral
covid causes,1,0.0,neutral
causes financial,1,0.0,neutral
financial problems,1,0.0,neutral
problems party,1,0.0,neutral
minister nirmalasitharaman,1,0.0,neutral
